NAME,ADDRESS,CITY,STATE,ZIP,TYPE,COUNTY,LATITUDE,LONGITUDE,NAICS_DESC,LEVEL_,NAME_1,In_SFHA,lat,lng,logo_url
SACRED HEART SCHOOL,111 N CHURCH ST,ROCKPORT,TX,78382,1,ARANSAS,28.02404153,-97.05390357,Elementary and Secondary Schools,Elementary,Aransas Bay,No,28.02404153,-97.05390357,https://data.femadata.com/Region6/tspws/img/logo/Private_School.PNG
