OBJECTID,HUC12,NAME,lat,lng
33,120402040100,Clear Creek-Frontal Galveston Bay,29.574695837043294,-95.171349875196540
96,120402040400,Mustang Bayou,29.343545659104961,-95.287093485875630
150,120402040500,Outer Bar Channel-Gulf of Mexico,29.217784177297972,-94.856634676549049
215,120402040200,Dickinson Bayou,29.389780321704507,-94.976292499199417
367,120402040300,Halls Bayou,29.266994313436840,-95.085961352234563
