NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,EVAC_CAP,POST_CAP,SFHA,In_SFHA,lat,lng,Watershed,logo_url
DOUBLE BAYOU COMMUNITY CENTER,2211 EAGLE FERRY ROAD,ANAHUAC,TX,77514,BOTH,OPEN,CHAMBERS,259,129,1,Yes,29.68158235,-94.63958691,East Galveston Bay,img/shelters.png
AMERICAN LEGION HALL,1704 S MAIN,ANAHUAC,TX,77514,BOTH,OPEN,CHAMBERS,100,50,0,No,29.75789809,-94.6847392,East Galveston Bay,img/shelters.png
FIRST BAPTIST CHURCH,1368 WEEKS AVENUE,HIGH ISLAND,TX,77623,POST,OPEN,GALVESTON,0,200,0,No,29.56709727,-94.39350168,East Galveston Bay,img/shelters.png
ST. LOUIS CATHOLIC CHURCH,315 WEST BUCCANEER WAY,WINNIE,TX,77665,POST,OPEN,CHAMBERS,0,60,0,No,29.80499011,-94.38863342,East Galveston Bay,img/shelters.png
