OBJECTID,HUC12,NAME,lat,lng
67,120904020201,Gardner Slough-Caney Creek,29.255789673554659,-95.971171402238383
68,120904020202,Town of Lane City-Water Hole Creek,29.191544541947110,-95.974772579091223
197,120904020203,Hardeman Slough-Caney Creek,29.061025269700508,-95.907178532263401
201,120904020400,East Matagorda Bay,28.831113567037562,-95.698778014893435
253,120904020100,Linnville Bayou,29.093949835616456,-95.824524575148985
297,120904020300,Peyton Creek-Live Oak Bayou,28.857821840005954,-95.865079337341513
352,120904020204,Boggy Bayou-Caney Creek,28.861439839576974,-95.705319077313504
