SFHA,In_SFHA,lat,lng,Watershed,logo_url
0,No,27.90920476,-97.14080729,Aransas Bay,img/cellular.png
0,No,28.02220479,-97.05440727,Aransas Bay,img/cellular.png
1,Yes,28.03360479,-97.09360728,Aransas Bay,img/cellular.png
0,No,28.03390479,-97.09080728,Aransas Bay,img/cellular.png
0,No,28.16750482,-96.99860726,Aransas Bay,img/cellular.png
