County,City,Name_1,SFHA,In_SFHA,lat,lng,Watershed,logo_url
SAN PATRICIO,ARANSAS PASS,SAN PATRICIO COUNTY CONSTABLE - PRECINCT 6,0,No,27.896104,-97.1501611,Aransas Bay,img/police.png
SAN PATRICIO,ARANSAS PASS,ARANSAS PASS POLICE DEPARTMENT,0,No,27.9104422,-97.1496494,Aransas Bay,img/police.png
SAN PATRICIO,GREGORY,GREGORY POLICE DEPARTMENT,0,No,27.9235956,-97.2921501,Aransas Bay,img/police.png
ARANSAS,ROCKPORT,ROCKPORT POLICE DEPARTMENT,0,No,28.0256052,-97.0542874,Aransas Bay,img/police.png
ARANSAS,ROCKPORT,ARANSAS COUNTY SHERIFFS OFFICE,0,No,28.0256063,-97.0542943,Aransas Bay,img/police.png
ARANSAS,ROCKPORT,ARANSAS COUNTY CONSTABLE - PRECINCT 1,0,No,28.0258532,-97.0529723,Aransas Bay,img/police.png
ARANSAS,ROCKPORT,ARANSAS COUNTY CONSTABLE - PRECINCT 2,0,No,28.0258618,-97.0529821,Aransas Bay,img/police.png
ARANSAS,ROCKPORT,ARANSAS COUNTY INDEPENDENT SCHOOL DISTRICT POLICE DEPARTMENT,0,No,28.0412214,-97.045515,Aransas Bay,img/police.png
