OBJECTID,HUC12,NAME,lat,lng
80,120402030104,Cedar Bayou Lake-Cedar Bayou,29.892167278796933,-94.965742760020305
178,120402030106,Cedar Point Lateral-Cedar Bayou,29.750678995339399,-94.915447531578309
179,120402030105,Ellis Branch-Cedar Bayou,29.837084370947025,-94.919498396433823
217,120402030101,North Dayton Oil Field-Cedar Bayou,30.118192480298774,-94.986539594926342
223,120402030200,Cedar Bayou-Frontal Galveston Bay,29.660404143636356,-94.846007458976999
265,120402030102,Seaberg Reservoir-Cedar Bayou,30.035187753412117,-95.038004871927285
320,120402030103,Red Bud Lake-Cedar Bayou,29.968715128800227,-95.000517378873894
