NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,EVAC_CAP,POST_CAP,SFHA,In_SFHA,lat,lng,Watershed,logo_url
CEDAR BAYOU JUNIOR HIGH,2610 CEDAR BAYOU RD,BAYTOWN,TX,77520,EVAC,OPEN,HARRIS,100,396,0,No,29.752082,-94.93495127,North Galveston Bay,img/shelters.png
CROSBY CHURCH,5725 HIGHWAY 90,CROSBY,TX,77532,EVAC,OPEN,HARRIS,100,50,0,No,29.93016718,-95.03841947,North Galveston Bay,img/shelters.png
MCLEOD PARK,10717 LANGSTON RD,BAYTOWN,TX,77523,BOTH,OPEN,CHAMBERS,235,154,0,No,29.82889242,-94.88588445,North Galveston Bay,img/shelters.png
HORACE MANN JR HIGH,310 S HWY 146,BAYTOWN,TX,77521,EVAC,OPEN,HARRIS,676,338,0,No,29.72523778,-94.95881,North Galveston Bay,img/shelters.png
