NAME,ADDRESS,CITY,STATE,ZIP,TYPE,COUNTY,EVAC_CAP,POST_CAP,SFHA,In_SFHA,lat,lng,Watershed,logo_url
COLUMBUS INDEPENDENT SCHOOL DISTRICT,105 CARDINAL LANE,COLUMBUS,TX,78934,POST,COLORADO,500,250,0,No,29.7021554,-96.56204064,Lower Colorado,img/shelters.png
FIRST BAPTIST CHURCH OF COLUMBUS,1700 MILAM,COLUMBUS,TX,78934,POST,COLORADO,0,100,0,No,29.69951802,-96.53977936,Lower Colorado,img/shelters.png
FIRST BAPTIST CHURCH OF WHARTON,507 NORTH FULTON,WHARTON,TX,77488,POST,WHARTON,0,100,0,No,29.31505127,-96.09877695,Lower Colorado,img/shelters.png
BAY CITY HIGH SCHOOL,400 7TH STREET,BAY CITY,TX,77414,POST,MATAGORDA,0,600,0,No,28.98069408,-95.98520422,Lower Colorado,img/shelters.png
SAINT THOMAS EPISCOPAL CHURCH,207 BOB-O-LINK LANE,WHARTON,TX,77488,POST,WHARTON,0,60,0,No,29.32121642,-96.09444929,Lower Colorado,img/shelters.png
WHARTON JUNIOR HIGH SCHOOL,1120 NORTH RUSK,WHARTON,TX,77488,POST,WHARTON,781,707,0,No,29.31926135,-96.0951049,Lower Colorado,img/shelters.png
MATAGORDA V. F. W. POST  4459,1805 INGRAM/OLD TRUCK ROAD,MATAGORDA,TX,77457,POST,MATAGORDA,0,120,0,No,28.6990134,-95.97015759,Lower Colorado,img/shelters.png
FIRST UNITED METHODIST CHURCH,1229 MILAM ST,COLUMBUS,TX,78934,BOTH,COLORADO,105,52,0,No,29.704588,-96.540124,Lower Colorado,img/shelters.png
MATAGORDA SCHOOL,717 WIGHTMAN,MATAGORDA,TX,77457,POST,MATAGORDA,0,100,0,No,28.69317418,-95.97027216,Lower Colorado,img/shelters.png
